region,Temp_C,Rain (mm),Humid,Price_F,month,dayofweek,heat_index
20,24.7,208.5,76.6,344.77,8,1,1892.0199999999998
21,36.9,15.4,62.4,185.44,8,1,2302.56
22,20.5,137.3,77.3,109.15,8,1,1584.6499999999999
23,23.5,311.9,73.8,236.89,8,1,2086.13
24,34.6,5.9,81.4,392.25,8,1,2816.4400000000005
0,34.4,384.0,69.3,304.75,8,0,2383.9199999999996
1,33.0,21.7,63.5,127.67,8,0,2095.5
3,30.5,243.7,52.7,198.08,8,0,1607.3500000000001
4,35.4,3.2,73.8,299.36,8,0,2086.13
5,22.6,198.9,85.1,419.56,8,0,1923.26
6,37.0,171.8,76.3,265.13,8,0,2823.1
7,26.8,190.5,83.5,262.54,8,0,2237.8
9,30.7,71.2,75.3,394.74,8,0,2311.71
10,37.2,164.4,84.6,376.06,8,0,3147.12
11,22.6,41.9,93.8,288.01,8,0,2119.88
14,22.3,327.3,88.8,234.88,8,0,1980.24
19,31.7,398.3,69.7,185.89,8,0,2209.4900000000002
16,31.0,179.8,85.4,349.05,8,0,2647.4
21,37.2,327.4,64.4,397.77,8,0,2395.6800000000003
22,23.4,318.0,58.9,432.28,8,0,1378.26
23,26.8,197.1,51.9,360.9,8,0,1390.92
24,34.1,292.7,94.5,451.46,8,0,3222.4500000000003
0,23.3,146.8,56.5,164.78,9,6,1316.45
1,32.7,101.6,85.2,83.22,9,6,2786.0400000000004
2,29.4,291.1,51.0,486.02,9,6,2086.13
3,27.1,107.2,91.8,338.88,9,6,2487.78
5,23.2,117.6,80.2,312.42,9,6,1860.64
6,30.5,44.3,59.7,131.9,9,6,1820.8500000000001
7,26.6,37.0,64.5,216.76,9,6,1715.7
8,29.4,225.1,77.7,412.91,9,6,2086.13
9,37.5,168.5,60.1,171.3,9,6,2253.75
11,21.6,70.7,86.3,111.29,9,6,1864.0800000000002
12,21.5,357.5,85.8,204.78,9,6,1844.7
13,34.6,173.0,84.8,423.41,9,6,2934.08
14,37.6,269.8,57.4,276.13,9,6,2158.2400000000002
15,27.6,251.9,52.2,334.16,9,6,1440.7200000000003
17,34.8,145.8,80.7,255.06,9,6,2808.3599999999997
18,23.8,19.6,56.1,120.67,9,6,1335.18
21,23.7,147.2,65.7,405.22,9,6,1557.09
22,24.5,179.4,79.6,192.58,9,6,1950.1999999999998
24,30.5,21.6,75.1,278.6,9,6,2290.5499999999997
25,22.5,48.0,53.1,105.2,9,6,1194.75
0,37.4,9.3,53.9,184.13,9,5,2015.86
1,25.3,193.1,59.9,313.37,9,5,1515.47
2,29.4,105.9,60.0,188.71,9,5,2086.13
3,22.7,13.1,91.9,177.66,9,5,2086.13
4,34.4,262.1,70.6,186.4,9,5,2428.64
5,29.8,67.2,55.2,126.63,9,5,1644.96
6,24.5,309.2,73.8,321.61,9,5,2086.13
7,30.0,202.1,84.7,468.18,9,5,2541.0
10,32.4,232.1,56.9,202.14,9,5,1843.56
11,24.7,159.5,73.1,106.23,9,5,1805.5699999999997
12,24.5,21.3,70.6,334.84,9,5,1729.6999999999998
13,36.8,0.9,88.3,117.93,9,5,3249.4399999999996
14,29.7,281.2,87.8,393.32,9,5,2607.66
19,29.4,85.1,86.9,199.22,9,5,2086.13
16,20.8,223.4,86.0,358.99,9,5,1788.8
17,26.3,125.0,52.1,453.7,9,5,1370.23
20,29.6,58.6,93.1,302.18,9,5,2755.7599999999998
22,23.7,44.2,64.5,418.94,9,5,1528.6499999999999
23,32.7,54.7,50.2,159.12,9,5,1641.5400000000002
24,36.3,131.1,92.9,400.91,9,5,3372.27
25,32.2,152.9,64.9,92.46,9,5,2089.78
1,25.4,81.5,91.5,199.2,9,4,2324.1
3,34.4,107.1,68.6,111.65,9,4,2359.8399999999997
4,25.8,341.0,52.4,436.35,9,4,1351.92
5,24.9,353.7,81.0,464.3,9,4,2016.8999999999999
6,34.4,399.0,75.6,96.74,9,4,2600.64
8,27.4,157.2,85.1,161.22,9,4,2331.74
9,36.5,113.9,57.5,303.14,9,4,2098.75
10,29.1,138.1,69.6,318.52,9,4,2025.36
11,34.6,7.6,93.7,234.26,9,4,3242.0200000000004
12,30.2,148.2,73.8,224.94,9,4,2086.13
19,36.4,346.7,81.9,388.59,9,4,2981.1600000000003
14,34.7,316.5,62.2,207.28,9,4,2158.34
15,27.9,130.6,64.7,439.06,9,4,1805.1299999999999
17,22.2,243.0,73.8,356.62,9,4,2086.13
18,32.1,28.3,64.9,435.56,9,4,2083.2900000000004
20,33.9,161.8,82.6,361.69,9,4,2800.14
21,29.4,224.5,80.9,229.04,9,4,2086.13
22,24.3,293.8,74.1,276.54,9,4,1800.6299999999999
23,23.0,350.0,59.0,235.94,9,4,1357.0
24,22.5,290.7,59.3,278.01,9,4,1334.25
25,25.0,314.0,67.7,107.42,9,4,1692.5
0,25.2,171.8,81.4,373.07,9,3,2051.28
1,35.5,16.4,70.7,399.45,9,3,2509.85
3,29.4,220.1,50.7,88.53,9,3,1490.58
4,33.9,383.7,68.7,374.5,9,3,2328.93
5,25.9,391.6,79.2,223.67,9,3,2051.2799999999997
6,32.4,387.7,83.5,145.89,9,3,2705.4
8,32.7,158.9,53.3,433.54,9,3,1742.91
9,25.0,165.4,75.2,134.27,9,3,1880.0
10,30.4,171.8,69.1,209.85,9,3,2100.64
11,26.0,337.7,62.2,310.84,9,3,1617.2
12,35.7,293.4,89.2,319.37,9,3,3184.4400000000005
13,23.4,383.3,93.4,125.81,9,3,2185.56
14,29.4,355.5,54.5,340.45,9,3,2086.13
15,28.0,39.7,77.8,327.25,9,3,2178.4
16,29.7,103.9,70.9,301.55,9,3,2105.73
18,28.4,305.5,79.4,400.9,9,3,2254.96
20,30.5,351.7,67.9,142.92,9,3,2070.9500000000003
21,36.0,303.9,89.9,360.41,9,3,3236.4
22,20.2,300.7,61.0,333.04,9,3,1232.2
23,26.9,260.3,80.4,146.65,9,3,2162.76
24,21.7,262.4,82.9,248.97,9,3,1798.93
25,26.3,234.8,73.8,122.86,9,3,2086.13
1,24.4,333.7,50.7,328.96,9,2,1237.08
3,28.6,328.4,58.7,179.01,9,2,1678.8200000000002
6,33.9,175.5,82.5,108.9,9,2,2796.75
7,31.6,345.5,58.3,387.64,9,2,1842.28
8,25.2,284.8,81.3,421.54,9,2,2048.7599999999998
9,32.3,122.0,66.6,142.75,9,2,2151.18
10,22.1,258.7,81.6,342.93,9,2,1803.36
11,34.2,98.0,84.5,88.65,9,2,2889.9
12,30.0,101.4,84.4,289.34,9,2,2532.0
13,21.1,71.9,73.2,93.58,9,2,1544.5200000000002
14,22.3,299.8,63.7,355.97,9,2,1420.5100000000002
15,34.2,15.8,88.4,236.18,9,2,3023.2800000000007
16,27.3,290.0,57.5,252.34,9,2,1569.75
17,37.6,196.8,59.3,123.91,9,2,2229.68
18,30.5,381.0,66.2,273.56,9,2,2019.1000000000001
20,24.1,215.6,81.1,154.3,9,2,1954.51
21,34.1,361.4,74.4,240.89,9,2,2537.0400000000004
24,36.1,171.1,92.7,206.03,9,2,3346.4700000000003
25,27.5,117.3,61.9,93.04,9,2,1702.25
0,25.0,188.0,81.2,266.93,10,0,2030.0
1,22.3,153.0,83.6,428.83,10,0,1864.28
6,24.8,21.1,93.7,243.41,10,1,2323.76
7,30.9,321.6,71.0,420.92,10,1,2193.9
8,29.5,208.7,57.4,226.15,10,1,1693.3
9,37.2,385.9,91.7,263.53,10,1,3411.2400000000002
10,20.1,99.6,86.1,486.46,10,1,1730.61
12,27.8,9.0,87.2,274.01,10,1,2424.1600000000003
13,24.5,28.9,60.2,216.88,10,1,1474.9
14,35.8,62.5,72.7,333.41,10,1,2602.66
15,33.3,23.4,72.8,294.18,10,1,2424.24
16,36.0,183.7,81.3,348.83,10,1,2926.7999999999997
20,32.6,341.5,73.0,333.23,10,1,2379.8
21,33.8,155.3,64.3,120.77,10,1,2173.3399999999997
22,23.5,40.5,79.5,127.61,10,1,1868.25
23,32.4,192.3,52.6,246.45,10,1,1704.24
24,27.6,106.9,91.7,160.8,10,1,2530.92
25,27.6,254.2,63.2,393.98,10,1,1744.3200000000002
0,20.1,49.7,82.6,407.47,10,6,1660.26
1,29.4,397.1,63.8,296.32,10,6,2086.13
5,21.6,102.4,90.1,271.07,10,0,1946.16
7,26.4,166.5,65.6,289.41,10,0,1731.8399999999997
8,21.9,171.8,79.9,378.04,10,0,1749.81
9,29.4,4.3,71.7,183.52,10,0,2107.98
10,24.9,58.1,78.7,163.96,10,0,1959.6299999999999
11,23.0,140.8,70.2,327.53,10,0,1614.6000000000001
12,35.2,159.5,56.8,212.04,10,0,1999.3600000000001
13,30.3,104.4,74.1,385.66,10,0,2245.23
14,20.3,55.0,77.3,486.13,10,0,1569.19
15,31.9,171.8,81.0,116.95,10,0,2583.9
17,36.4,364.5,82.7,462.51,10,0,3010.28
18,26.2,193.8,73.4,349.92,10,0,1923.0800000000002
20,37.5,377.1,54.7,312.91,10,0,2051.25
22,34.0,18.4,84.2,115.75,10,0,2862.8
19,37.1,230.7,86.5,110.21,10,0,3209.15
24,33.6,16.8,81.4,375.9,10,0,2735.0400000000004
25,24.3,381.0,87.5,193.33,10,0,2126.25
0,35.5,43.0,83.0,383.0,10,5,2946.5
1,22.7,82.5,73.8,353.19,10,5,2086.13
3,34.9,320.3,65.5,314.76,10,5,2285.95
4,29.7,195.7,84.7,284.4,10,5,2515.59
6,23.3,99.3,87.6,210.74,10,5,2041.08
7,24.6,100.2,79.8,173.41,10,6,1963.0800000000002
8,34.4,37.8,91.9,352.68,10,6,3161.36
10,36.0,10.2,84.9,131.46,10,6,3056.4
13,21.1,171.8,63.5,206.6,10,6,1339.8500000000001
14,30.9,171.8,75.8,243.41,10,6,2342.22
15,20.2,57.6,52.8,430.18,10,6,1066.56
16,25.4,45.3,74.1,484.66,10,6,1882.1399999999996
17,22.5,171.8,52.6,453.23,10,6,1183.5
19,32.7,23.6,57.3,165.24,10,6,1873.71
20,21.1,210.2,73.8,409.5,10,6,2086.13
21,34.6,315.8,77.0,419.27,10,6,2664.2000000000003
22,20.8,308.4,77.9,165.82,10,6,1620.3200000000002
23,22.9,386.3,55.4,101.27,10,6,1268.6599999999999
24,25.4,28.1,71.2,411.15,10,6,1808.48
19,26.2,219.4,85.0,420.54,10,6,2227.0
0,25.0,396.2,78.7,223.62,10,4,1967.5
1,31.8,300.4,82.7,393.34,10,4,2629.86
3,33.6,285.3,72.0,288.06,10,4,2419.2000000000003
4,30.1,363.9,92.9,439.78,10,4,2796.2900000000004
5,29.4,226.8,69.9,282.13,10,4,2086.13
6,37.4,205.7,58.1,303.79,10,4,2172.94
7,37.7,120.8,90.2,279.19,10,4,3400.5400000000004
9,35.3,79.3,74.6,159.08,10,5,2633.3799999999997
19,25.2,29.9,62.1,451.21,10,5,1564.92
12,35.4,28.7,73.8,384.27,10,5,2086.13
13,29.4,63.6,72.8,151.24,10,5,2086.13
14,23.2,21.7,61.8,335.14,10,5,1433.76
17,29.9,248.2,89.0,470.09,10,5,2661.1
18,31.1,262.0,54.2,427.53,10,5,1685.6200000000001
21,25.9,53.7,82.2,198.76,10,5,2128.98
22,36.4,171.8,79.2,121.8,10,5,2882.88
19,35.4,152.8,83.4,209.44,10,5,2952.36
24,32.4,164.0,88.6,95.52,10,5,2870.64
25,25.1,279.3,69.1,163.56,10,5,1734.4099999999999
0,32.9,53.0,73.9,396.57,10,3,2431.31
2,27.3,138.3,57.8,299.72,10,3,1577.94
3,36.1,26.2,73.8,244.48,10,3,2086.13
5,26.3,103.9,90.1,247.66,10,3,2369.63
6,29.4,262.4,66.9,373.1,10,3,2086.13
7,27.5,181.3,53.3,193.82,10,3,1465.75
8,21.1,73.5,63.0,465.93,10,3,1329.3000000000002
9,24.2,330.1,88.6,382.69,10,3,2144.12
10,34.8,107.8,84.0,283.97,10,3,2923.2
11,33.3,0.4,62.8,107.99,10,4,2091.24
12,30.2,174.2,55.0,335.92,10,4,1661.0
14,26.1,372.0,57.9,106.47,10,4,1511.19
15,20.9,254.0,73.0,357.02,10,4,1525.6999999999998
16,28.5,243.9,63.5,349.53,10,4,1809.75
17,26.7,394.6,72.6,273.51,10,4,1938.4199999999998
18,29.7,265.3,67.6,346.72,10,4,2007.7199999999998
20,33.7,217.6,88.7,476.19,10,4,2989.1900000000005
19,36.0,167.4,65.8,88.82,10,4,2368.7999999999997
22,21.6,374.6,59.4,314.99,10,4,1283.04
23,23.2,376.8,69.1,148.88,10,4,1603.12
24,37.6,300.7,90.2,155.7,10,4,3391.5200000000004
25,27.9,378.7,89.2,408.95,10,4,2488.68
19,20.2,153.0,61.6,240.12,11,2,1244.32
3,22.1,313.1,67.5,275.63,11,2,1491.75
4,23.4,64.5,53.0,336.31,11,2,1240.1999999999998
5,26.6,26.6,73.8,448.67,11,2,2086.13
6,37.2,362.3,80.0,194.84,11,2,2976.0
7,33.3,222.0,79.3,173.37,11,2,2640.6899999999996
8,33.7,379.3,89.5,159.04,11,2,3016.15
10,23.0,325.5,70.0,318.03,11,2,1610.0
13,36.6,388.1,80.4,271.88,11,3,2942.6400000000003
14,24.6,56.2,83.1,376.8,11,3,2044.26
15,29.8,345.0,86.2,205.19,11,3,2568.76
16,22.5,171.8,51.1,296.38,11,3,1149.75
17,26.1,18.1,80.6,450.99,11,3,2103.66
18,32.7,303.5,74.4,264.25,11,3,2432.8800000000006
20,24.4,177.6,70.2,86.36,11,3,1712.8799999999999
21,28.1,13.2,75.6,123.66,11,3,2124.36
23,26.8,158.9,86.1,464.19,11,3,2307.48
24,23.4,171.8,64.2,81.29,11,3,1502.28
25,29.4,364.0,70.9,93.45,11,3,2086.13
0,36.2,276.2,75.4,207.4,11,1,2729.4800000000005
1,26.4,209.9,56.5,267.81,11,1,1491.6
2,33.5,245.4,93.3,311.46,11,1,3125.5499999999997
3,29.5,178.7,92.7,449.95,11,1,2734.65
4,27.3,55.6,60.8,469.65,11,1,1659.84
5,24.0,231.9,61.9,154.0,11,1,1485.6
6,34.5,294.7,51.6,429.28,11,1,1780.2
7,36.7,200.6,86.4,292.76,11,1,3170.8800000000006
8,31.5,365.7,51.4,363.18,11,1,1619.1
9,29.9,119.0,51.7,361.25,11,1,1545.83
10,35.8,8.0,80.6,196.57,11,1,2885.4799999999996
12,27.0,381.2,54.1,298.78,11,1,1460.7
14,28.1,240.8,55.3,431.55,11,2,1553.93
15,21.1,182.2,73.8,428.98,11,2,2086.13
16,29.7,14.9,76.4,330.48,11,2,2269.08
17,34.6,117.2,73.8,100.57,11,2,2086.13
18,25.6,261.6,86.1,427.63,11,2,2204.16
20,31.1,246.3,81.6,184.02,11,2,2537.7599999999998
21,25.0,171.8,51.7,389.86,11,2,1292.5
22,37.5,288.6,75.6,135.66,11,2,2835.0
19,29.4,368.6,83.3,456.68,11,2,2086.13
25,35.6,163.0,69.0,132.69,11,2,2456.4
0,29.0,33.3,79.6,401.96,11,0,2308.3999999999996
19,28.5,1.8,71.4,134.13,11,0,2034.9
4,21.9,217.8,54.4,116.36,11,0,1191.36
5,24.2,346.6,85.6,286.25,11,0,2071.52
6,34.6,32.8,82.3,409.64,11,0,2847.58
8,28.1,267.6,52.0,308.88,11,0,1461.2
9,32.5,145.5,59.1,118.42,11,0,1920.75
19,27.2,111.0,56.3,461.68,11,0,1531.36
11,36.8,50.3,68.7,291.75,11,0,2528.16
13,24.4,246.6,75.5,192.46,11,0,1842.1999999999998
14,28.9,171.8,85.6,448.65,11,0,2473.8399999999997
15,29.4,262.0,77.7,291.82,11,0,2086.13
16,29.4,110.8,75.1,106.34,11,1,2086.13
17,20.8,54.8,62.8,150.49,11,1,1306.24
18,20.2,117.1,58.1,103.01,11,1,1173.62
21,32.3,17.5,57.7,211.72,11,1,1863.71
22,27.0,129.1,62.1,130.07,11,1,1676.7
24,22.7,108.3,57.2,364.23,11,1,1298.44
25,33.1,24.9,58.4,277.7,11,1,1933.04
1,25.6,236.4,72.6,239.85,11,6,1858.56
2,29.7,222.5,50.3,201.84,11,6,1493.9099999999999
6,28.8,359.1,61.3,247.84,11,6,1765.44
7,24.8,10.7,66.3,260.39,11,6,1644.24
8,21.0,365.0,89.6,256.3,11,6,1881.6
10,29.3,68.6,54.3,441.92,11,6,1590.99
11,24.6,237.5,78.8,288.3,11,6,1938.48
13,26.6,180.6,79.7,230.05,11,6,2120.02
19,30.6,310.5,52.6,112.97,11,6,1609.5600000000002
17,23.5,281.4,52.1,403.4,11,6,1224.3500000000001
20,24.1,260.5,80.3,431.69,11,0,1935.23
21,37.8,32.3,91.3,181.78,11,0,3451.1399999999994
22,29.4,73.8,87.6,320.41,11,0,2086.13
23,33.2,224.2,88.4,299.07,11,0,2934.8800000000006
24,28.4,333.8,88.8,120.11,11,0,2521.9199999999996
25,33.8,44.4,50.8,221.21,11,0,1717.0399999999997
0,28.6,66.5,60.6,453.17,11,5,1733.16
2,22.1,41.0,56.5,389.25,11,5,1248.65
3,34.4,65.4,86.8,437.85,11,5,2985.9199999999996
5,33.4,218.3,94.1,481.05,11,5,3142.9399999999996
19,31.7,57.9,86.3,369.86,11,5,2735.71
7,34.6,178.9,62.6,398.02,11,5,2165.96
19,30.4,184.0,63.3,246.02,11,5,1924.32
9,24.3,366.9,56.6,176.24,11,5,1375.38
10,23.7,260.0,73.8,470.98,11,5,2086.13
11,24.3,125.1,66.1,136.82,11,5,1606.23
12,28.0,349.4,89.7,414.88,11,5,2511.6
13,35.9,221.3,53.9,486.2,11,5,1935.0099999999998
14,37.7,245.4,90.2,151.18,11,5,3400.5400000000004
15,33.7,290.0,89.8,81.72,11,5,3026.26
17,36.5,33.1,71.1,146.5,11,5,2595.1499999999996
18,37.7,308.9,78.2,420.97,11,5,2948.1400000000003
19,28.1,159.0,67.5,229.14,11,5,1896.75
21,36.7,274.4,51.3,322.8,11,6,1882.71
22,29.4,24.2,68.2,111.86,11,6,2086.13
23,30.4,287.6,59.5,134.17,11,6,1808.8
24,22.1,302.4,80.5,482.57,11,6,1779.0500000000002
25,33.0,371.8,72.3,372.09,11,6,2385.9
0,24.1,108.1,53.3,230.79,12,4,1284.53
1,26.4,147.4,76.6,201.9,12,4,2022.2399999999998
4,32.3,107.9,77.7,473.42,12,4,2509.71
5,29.7,261.3,90.5,261.17,12,4,2687.85
6,34.1,53.8,83.5,357.32,12,4,2847.35
7,20.7,164.5,72.7,161.41,12,4,1504.89
8,34.9,203.0,74.0,435.9,12,4,2582.6
9,32.8,68.7,75.5,130.04,12,4,2476.3999999999996
10,34.4,166.7,53.3,335.93,12,4,1833.5199999999998
11,32.3,374.9,62.4,453.24,12,4,2015.5199999999998
12,32.6,219.2,86.8,378.91,12,4,2829.68
19,31.9,280.4,64.8,194.22,12,4,2067.12
14,37.8,97.3,92.4,342.33,12,4,3492.72
15,29.7,182.2,62.3,259.47,12,4,1850.31
17,36.2,141.0,73.2,484.16,12,4,2649.84
20,23.2,179.5,76.4,131.09,12,4,1772.48
21,31.8,171.8,82.0,435.04,12,4,2607.6
22,32.2,283.6,61.3,318.16,12,4,1973.8600000000001
23,30.2,372.5,94.7,110.16,12,5,2859.94
24,27.2,102.1,73.8,79.33,12,5,2086.13
19,33.0,203.7,73.5,147.53,12,5,2425.5
0,33.7,210.0,60.0,276.54,12,3,2022.0000000000002
1,34.6,171.8,55.2,161.39,12,3,1909.92
2,29.7,284.6,65.2,449.7,12,3,1936.44
3,28.8,48.3,51.1,149.93,12,3,1471.68
4,21.7,171.8,55.4,399.17,12,3,1202.1799999999998
5,30.4,22.8,87.4,346.97,12,3,2656.96
6,24.2,69.0,88.1,430.17,12,3,2132.02
7,34.6,262.9,63.3,470.43,12,3,2190.18
9,23.7,69.7,89.1,83.09,12,3,2111.6699999999996
12,37.5,366.5,62.7,472.63,12,3,2351.25
13,34.3,396.6,70.0,453.53,12,3,2401.0
14,25.7,97.4,88.9,454.29,12,3,2284.73
16,22.7,300.0,75.6,238.55,12,3,1716.12
17,25.7,83.9,73.7,476.65,12,3,1894.09
21,24.3,194.2,79.5,326.41,12,3,1931.8500000000001
22,20.6,240.4,82.2,360.33,12,3,1693.3200000000002
23,35.2,270.5,86.8,452.57,12,3,3055.36
24,32.0,40.2,61.4,315.01,12,3,1964.8
25,29.4,84.9,68.1,329.97,12,4,2086.13
1,33.7,264.6,68.0,443.26,12,2,2291.6000000000004
2,22.5,273.8,80.2,427.59,12,2,1804.5
4,22.3,33.2,57.6,133.26,12,2,1284.48
5,27.1,58.1,59.6,242.72,12,2,1615.16
6,37.5,379.9,80.6,352.96,12,2,3022.5
7,29.4,353.0,54.4,185.21,12,2,1599.36
9,29.4,122.1,54.3,306.35,12,2,1596.4199999999998
11,25.4,280.5,54.0,428.15,12,2,1371.6
13,30.4,336.1,51.5,237.81,12,2,1565.6
19,32.8,228.3,71.8,177.47,12,2,2355.0399999999995
16,20.2,22.5,50.9,169.77,12,2,1028.1799999999998
17,29.4,59.0,59.1,177.06,12,2,2086.13
18,25.9,20.4,73.8,366.32,12,2,2086.13
20,30.9,7.5,68.5,295.38,12,2,2116.65
19,24.5,110.0,89.6,348.26,12,2,2195.2
22,34.3,14.6,94.7,80.59,12,2,3248.21
23,32.0,174.4,71.9,119.35,12,2,2300.8
24,24.7,301.2,94.9,280.27,12,2,2344.03
25,36.8,107.7,74.5,102.1,12,2,2741.6
1,25.9,142.5,91.6,421.51,12,1,2372.4399999999996
3,38.0,171.8,88.8,378.8,12,1,3374.4
4,31.9,41.7,83.8,109.84,12,1,2673.22
6,27.0,149.1,64.5,99.2,12,1,1741.5
7,30.3,70.1,82.6,320.09,12,1,2502.7799999999997
8,37.1,225.4,87.9,261.38,12,1,3261.09
9,37.7,171.8,54.7,402.48,12,1,2062.19
10,20.1,223.8,81.3,232.08,12,1,1634.13
12,36.8,18.9,84.3,140.41,12,1,3102.24
13,24.2,249.4,57.9,129.96,12,1,1401.1799999999998
14,26.5,74.3,81.9,163.89,12,1,2170.3500000000004
15,29.4,101.8,71.5,348.35,12,1,2102.1
16,23.1,153.8,58.9,461.55,12,1,1360.5900000000001
21,22.3,337.6,92.8,342.92,12,1,2069.44
22,24.6,35.3,90.0,176.24,12,1,2214.0
23,36.0,131.2,93.4,419.15,12,1,3362.4
24,34.8,171.9,73.8,256.38,12,1,2086.13
25,37.0,371.0,64.3,466.08,12,1,2379.1
0,29.1,284.2,61.8,201.7,12,0,1798.38
1,23.4,317.5,76.7,458.76,12,0,1794.78
2,35.2,41.7,83.8,241.8,12,0,2949.76
3,29.2,1.2,68.0,411.94,12,0,1985.6
4,27.4,16.3,72.4,128.35,12,0,1983.76
5,25.6,291.9,63.4,344.17,12,0,1623.04
7,25.4,307.8,85.4,390.54,12,0,2169.16
8,29.4,8.2,85.5,478.94,12,0,2086.13
19,33.9,394.5,62.5,147.13,12,0,2118.75
10,30.8,4.2,78.3,222.26,12,0,2411.64
11,35.2,30.7,90.1,431.22,12,0,3171.52
12,30.1,214.7,62.6,143.84,12,0,1884.2600000000002
13,29.9,123.8,90.5,239.5,12,0,2705.95
19,36.5,270.8,92.7,257.13,12,0,3383.55
17,31.3,171.8,60.2,364.51,12,0,1884.2600000000002
18,22.2,26.5,60.4,334.88,12,0,1340.8799999999999
20,32.3,220.9,53.9,258.82,12,0,1740.9699999999998
21,29.4,270.3,84.4,164.43,12,0,2086.13
19,35.7,191.1,50.3,287.32,12,0,1795.71
23,31.1,54.5,70.9,351.89,12,0,2204.9900000000002
24,32.0,386.3,70.1,386.53,12,0,2243.2
0,29.8,145.4,79.6,84.93,1,6,2372.08
1,27.0,235.9,94.8,442.3,1,6,2559.6
2,29.8,371.4,80.4,311.6,1,6,2395.92
3,34.4,254.7,56.3,327.86,1,6,1936.7199999999998
4,37.5,114.8,52.0,278.44,1,6,1950.0
5,37.8,123.8,88.7,387.21,1,6,3352.8599999999997
19,35.1,77.9,54.1,164.08,1,6,1898.91
7,21.5,29.0,82.8,342.99,1,6,1780.2
8,31.6,183.0,75.5,113.61,1,6,2385.8
10,32.6,36.8,77.8,210.12,1,6,2536.28
11,31.1,39.5,78.7,355.5,1,6,2447.57
13,37.2,234.7,80.8,125.13,1,6,3005.76
14,23.7,171.8,61.1,403.08,1,6,1448.07
15,25.7,241.1,73.8,119.24,1,6,2086.13
17,20.1,168.7,60.1,334.05,1,6,1208.0100000000002
18,31.9,225.2,63.0,359.05,1,6,2009.6999999999998
20,35.0,171.8,56.4,445.94,1,6,1974.0
21,25.2,292.9,65.0,346.49,1,6,1638.0
22,21.5,98.8,82.1,124.77,1,6,1765.1499999999999
23,27.1,157.5,53.5,353.11,1,6,1449.8500000000001
24,20.6,1.3,68.1,412.12,1,6,1402.86
25,25.5,10.5,57.6,444.14,1,6,1468.8
19,20.1,156.6,73.8,405.37,1,5,2086.13
2,33.3,9.2,81.3,214.81,1,5,2707.2899999999995
3,29.1,260.0,55.8,162.01,1,5,1623.78
4,22.4,171.8,76.3,256.44,1,5,1709.12
5,30.3,396.6,84.6,334.62,1,5,2563.38
6,20.1,31.2,93.6,472.01,1,5,1881.3600000000001
7,35.8,113.1,80.4,401.65,1,5,2878.32
8,37.5,337.7,82.4,364.74,1,5,3090.0
19,34.6,79.3,80.2,251.31,1,5,2774.92
10,29.0,132.6,87.2,430.19,1,5,2528.8
11,30.0,236.0,79.2,464.03,1,5,2376.0
13,35.0,212.5,73.8,404.41,1,5,2086.13
19,35.9,135.2,77.4,454.64,1,5,2778.6600000000003
17,31.0,109.6,74.3,151.54,1,5,2303.2999999999997
19,22.5,142.4,78.7,172.43,1,5,1770.75
20,36.6,177.2,75.9,213.55,1,5,2777.9400000000005
21,29.4,50.5,84.7,427.69,1,5,2086.13
22,25.5,321.7,89.3,102.43,1,5,2277.15
23,27.6,46.5,78.9,258.13,1,5,2177.6400000000003
24,29.4,192.3,85.7,350.13,1,5,2086.13
25,32.6,357.9,78.8,371.9,1,5,2568.88
0,29.0,263.8,73.8,83.57,1,4,2086.13
1,28.0,111.1,62.6,257.51,1,4,1752.8
2,31.8,81.8,78.5,146.91,1,4,2496.3
3,20.0,181.5,90.5,162.74,1,4,1810.0
4,31.8,186.3,56.9,451.97,1,4,1809.42
5,30.9,18.5,73.8,425.69,1,4,2086.13
6,29.4,171.8,74.2,144.76,1,4,2086.13
8,32.3,226.3,68.7,312.11,1,4,2219.0099999999998
10,23.6,73.6,50.3,368.38,1,4,1187.08
11,34.1,172.0,67.6,204.4,1,4,2305.16
12,29.2,262.2,73.8,98.09,1,4,2086.13
13,28.8,154.9,78.2,310.77,1,4,2252.1600000000003
14,31.6,171.8,76.3,316.76,1,4,2411.08
15,27.6,165.0,56.5,177.43,1,4,1559.4
16,21.5,41.9,77.9,118.25,1,4,1674.8500000000001
17,28.7,70.4,81.1,184.01,1,4,2327.5699999999997
18,31.4,31.8,74.1,234.32,1,4,2326.74
21,29.4,126.9,73.2,158.12,1,4,2086.13
23,24.6,94.7,82.0,113.74,1,4,2017.2
25,26.8,17.4,75.1,155.0,1,4,2012.6799999999998
0,36.4,81.3,57.3,479.27,1,3,2085.72
1,35.3,82.4,77.2,374.02,1,3,2725.16
2,30.8,376.8,73.8,300.46,1,3,2086.13
19,29.4,122.2,69.3,453.38,1,3,2086.13
5,27.4,336.3,77.4,239.75,1,3,2120.76
6,32.2,63.7,83.8,140.03,1,3,2698.36
7,31.8,36.2,78.6,273.14,1,3,2499.48
8,34.2,372.2,58.3,118.25,1,3,1993.8600000000001
9,23.9,140.1,66.0,290.83,1,3,1577.3999999999999
10,25.4,44.6,52.2,198.22,1,3,1325.88
12,31.0,45.0,71.2,260.45,1,3,2207.2000000000003
13,24.1,180.2,76.6,164.99,1,3,1846.06
14,23.4,346.0,60.8,344.28,1,3,1422.7199999999998
